FCT		TPS
------
0.00035	3000.0
0.000351	2990.0
0.00035	3000.0
0.0003	3500.0
0.000272	3860.0
0.00035	3000.0
0.000299	3510.0
0.001746	1800.0
0.00035	3000.0
0.000271	3870.0
0.000272	3860.0
0.000351	2990.0
0.00035	3000.0
0.000299	3510.0
0.0003	3500.0
0.000299	3510.0
0.000299	3510.0
0.000271	3870.0
0.001072	1960.0
0.000299	3510.0
0.00035	3000.0
0.00035	3000.0
0.000272	3860.0
0.00117	1790.0
0.00035	3000.0
0.00035	3000.0
0.00035	3000.0
0.002368	1770.0
0.00035	3000.0
0.00035	3000.0
0.007253	1160.0
0.00035	3000.0
0.0003	3500.0
0.00035	3000.0
0.004965	1270.0
0.000272	3860.0
0.000355	2950.0
0.000299	3510.0
0.00117	1790.0
0.00035	3000.0
0.000576	1820.0
0.000351	2990.0
0.00035	3000.0
0.000272	3860.0
0.00035	3000.0
0.004739	1330.0
0.000351	2990.0
0.00035	3000.0
0.00035	3000.0
0.000351	2990.0
0.00035	3000.0
0.000271	3870.0
0.001805	1740.0
0.00035	3000.0
0.000272	3860.0
0.000272	3860.0
0.001806	1740.0
0.002538	1650.0
0.00035	3000.0
0.000299	3510.0
0.001805	1740.0
0.000299	3510.0
0.00035	3000.0
0.00035	3000.0
0.000299	3510.0
0.000299	3510.0
0.00065	1610.0
0.001119	1870.0
0.00035	3000.0
0.001819	1730.0
0.00035	3000.0
0.00035	3000.0
0.000271	3870.0
0.002639	1590.0
0.001171	1790.0
0.000272	3860.0
0.000299	3510.0
0.002367	1770.0
0.002541	1650.0
0.00035	3000.0
0.000299	3510.0
0.004854	1300.0
0.00035	3000.0
0.00035	3000.0
0.00035	3000.0
0.00035	3000.0
0.000299	3510.0
0.000351	2990.0
0.000299	3510.0
0.000272	3860.0
0.004828	1300.0
0.000272	3860.0
0.00035	3000.0
0.00112	1870.0
0.001679	1870.0
0.00035	3000.0
0.000271	3870.0
0.00035	3000.0
0.000271	3870.0
0.000351	2990.0
0.00035	3000.0
0.001856	1690.0
0.00035	3000.0
0.000299	3510.0
