QUEUE STATISTICS FOR EXPERIMENT 9303
---------------------------
 -- EDGE QUEUE STATISTICS --
EDGE (0 ,0) PORT 0: Recv/Dropped : 0/5070
EDGE (0 ,0) PORT 1: Recv/Dropped : 0/2392
EDGE (0 ,0) PORT 2: Recv/Dropped : 0/1551
EDGE (0 ,0) PORT 3: Recv/Dropped : 0/2546
EDGE (0 ,0) PORT 4: Recv/Dropped : 0/2621
EDGE (0 ,0) PORT 5: Recv/Dropped : 0/2698
EDGE (0 ,0) PORT 6: Recv/Dropped : 0/2585
EDGE (0 ,0) PORT 7: Recv/Dropped : 0/2565
EDGE (0 ,1) PORT 0: Recv/Dropped : 0/4310
EDGE (0 ,1) PORT 1: Recv/Dropped : 0/5083
EDGE (0 ,1) PORT 2: Recv/Dropped : 0/3931
EDGE (0 ,1) PORT 3: Recv/Dropped : 0/3746
EDGE (0 ,1) PORT 4: Recv/Dropped : 0/3308
EDGE (0 ,1) PORT 5: Recv/Dropped : 0/3266
EDGE (0 ,1) PORT 6: Recv/Dropped : 0/3295
EDGE (0 ,1) PORT 7: Recv/Dropped : 0/3162
EDGE (0 ,2) PORT 0: Recv/Dropped : 0/5206
EDGE (0 ,2) PORT 1: Recv/Dropped : 0/2199
EDGE (0 ,2) PORT 2: Recv/Dropped : 0/3389
EDGE (0 ,2) PORT 3: Recv/Dropped : 0/4431
EDGE (0 ,2) PORT 4: Recv/Dropped : 0/2680
EDGE (0 ,2) PORT 5: Recv/Dropped : 0/2826
EDGE (0 ,2) PORT 6: Recv/Dropped : 0/2743
EDGE (0 ,2) PORT 7: Recv/Dropped : 0/2714
EDGE (0 ,3) PORT 0: Recv/Dropped : 0/2465
EDGE (0 ,3) PORT 1: Recv/Dropped : 0/2313
EDGE (0 ,3) PORT 2: Recv/Dropped : 0/3663
EDGE (0 ,3) PORT 3: Recv/Dropped : 0/2964
EDGE (0 ,3) PORT 4: Recv/Dropped : 0/2669
EDGE (0 ,3) PORT 5: Recv/Dropped : 0/2688
EDGE (0 ,3) PORT 6: Recv/Dropped : 0/2707
EDGE (0 ,3) PORT 7: Recv/Dropped : 0/2672
EDGE (1 ,0) PORT 0: Recv/Dropped : 0/1357
EDGE (1 ,0) PORT 1: Recv/Dropped : 0/3618
EDGE (1 ,0) PORT 2: Recv/Dropped : 0/2397
EDGE (1 ,0) PORT 3: Recv/Dropped : 0/2666
EDGE (1 ,0) PORT 4: Recv/Dropped : 0/1982
EDGE (1 ,0) PORT 5: Recv/Dropped : 0/1987
EDGE (1 ,0) PORT 6: Recv/Dropped : 0/1977
EDGE (1 ,0) PORT 7: Recv/Dropped : 0/2001
EDGE (1 ,1) PORT 0: Recv/Dropped : 0/2519
