QUEUE STATISTICS FOR EXPERIMENT 9250
---------------------------
 -- EDGE QUEUE STATISTICS --
EDGE (0 ,0) PORT 0: Recv/Dropped : 0/5035
EDGE (0 ,0) PORT 1: Recv/Dropped : 0/2412
EDGE (0 ,0) PORT 2: Recv/Dropped : 0/1571
EDGE (0 ,0) PORT 3: Recv/Dropped : 0/2519
EDGE (0 ,0) PORT 4: Recv/Dropped : 0/2603
EDGE (0 ,0) PORT 5: Recv/Dropped : 0/2674
EDGE (0 ,0) PORT 6: Recv/Dropped : 0/2564
EDGE (0 ,0) PORT 7: Recv/Dropped : 0/2539
EDGE (0 ,1) PORT 0: Recv/Dropped : 0/4320
EDGE (0 ,1) PORT 1: Recv/Dropped : 0/5116
EDGE (0 ,1) PORT 2: Recv/Dropped : 0/3913
EDGE (0 ,1) PORT 3: Recv/Dropped : 0/3734
EDGE (0 ,1) PORT 4: Recv/Dropped : 0/3270
EDGE (0 ,1) PORT 5: Recv/Dropped : 0/3246
EDGE (0 ,1) PORT 6: Recv/Dropped : 0/3257
EDGE (0 ,1) PORT 7: Recv/Dropped : 0/3128
EDGE (0 ,2) PORT 0: Recv/Dropped : 0/5190
EDGE (0 ,2) PORT 1: Recv/Dropped : 0/2171
EDGE (0 ,2) PORT 2: Recv/Dropped : 0/3409
EDGE (0 ,2) PORT 3: Recv/Dropped : 0/4393
EDGE (0 ,2) PORT 4: Recv/Dropped : 0/2687
EDGE (0 ,2) PORT 5: Recv/Dropped : 0/2837
EDGE (0 ,2) PORT 6: Recv/Dropped : 0/2751
EDGE (0 ,2) PORT 7: Recv/Dropped : 0/2723
EDGE (0 ,3) PORT 0: Recv/Dropped : 0/2472
EDGE (0 ,3) PORT 1: Recv/Dropped : 0/2251
EDGE (0 ,3) PORT 2: Recv/Dropped : 0/3659
EDGE (0 ,3) PORT 3: Recv/Dropped : 0/2884
EDGE (0 ,3) PORT 4: Recv/Dropped : 0/2665
EDGE (0 ,3) PORT 5: Recv/Dropped : 0/2683
EDGE (0 ,3) PORT 6: Recv/Dropped : 0/2702
EDGE (0 ,3) PORT 7: Recv/Dropped : 0/2664
EDGE (1 ,0) PORT 0: Recv/Dropped : 0/1371
EDGE (1 ,0) PORT 1: Recv/Dropped : 0/3579
EDGE (1 ,0) PORT 2: Recv/Dropped : 0/2418
EDGE (1 ,0) PORT 3: Recv/Dropped : 0/2747
EDGE (1 ,0) PORT 4: Recv/Dropped : 0/2002
EDGE (1 ,0) PORT 5: Recv/Dropped : 0/2008
EDGE (1 ,0) PORT 6: Recv/Dropped : 0/1995
EDGE (1 ,0) PORT 7: Recv/Dropped : 0/2021
EDGE (1 ,1) PORT 0: Recv/Dropped : 0/2550
EDGE (1 ,1) PORT 1: Recv/Dropped : 0/1366
EDGE (1 ,1) PORT 2: Recv/Dropped : 0/2898
EDGE (1 ,1) PORT 3: Recv/Dropped : 0/1998
EDGE (1 ,1) PORT 4: Recv/Dropped : 0/1866
EDGE (1 ,1) PORT 5: Recv/Dropped : 0/1995
EDGE (1 ,1) PORT 6: Recv/Dropped : 0/1797
EDGE (1 ,1) PORT 7: Recv/Dropped : 0/1887
EDGE (1 ,2) PORT 0: Recv/Dropped : 0/2724
EDGE (1 ,2) PORT 1: Recv/Dropped : 0/3527
EDGE (1 ,2) PORT 2: Recv/Dropped : 0/2606
EDGE (1 ,2) PORT 3: Recv/Dropped : 0/1877
EDGE (1 ,2) PORT 4: Recv/Dropped : 0/2458
EDGE (1 ,2) PORT 5: Recv/Dropped : 0/2411
EDGE (1 ,2) PORT 6: Recv/Dropped : 0/2464
EDGE (1 ,2) PORT 7: Recv/Dropped : 0/2503
EDGE (1 ,3) PORT 0: Recv/Dropped : 0/2908
EDGE (1 ,3) PORT 1: Recv/Dropped : 0/2378
EDGE (1 ,3) PORT 2: Recv/Dropped : 0/2560
EDGE (1 ,3) PORT 3: Recv/Dropped : 0/3908
EDGE (1 ,3) PORT 4: Recv/Dropped : 0/2403
EDGE (1 ,3) PORT 5: Recv/Dropped : 0/2388
EDGE (1 ,3) PORT 6: Recv/Dropped : 0/2344
EDGE (1 ,3) PORT 7: Recv/Dropped : 0/2437
EDGE (2 ,0) PORT 0: Recv/Dropped : 0/2067
EDGE (2 ,0) PORT 1: Recv/Dropped : 0/2760
EDGE (2 ,0) PORT 2: Recv/Dropped : 0/2247
EDGE (2 ,0) PORT 3: Recv/Dropped : 0/2095
EDGE (2 ,0) PORT 4: Recv/Dropped : 0/1792
EDGE (2 ,0) PORT 5: Recv/Dropped : 0/1754
EDGE (2 ,0) PORT 6: Recv/Dropped : 0/1869
EDGE (2 ,0) PORT 7: Recv/Dropped : 0/1806
EDGE (2 ,1) PORT 0: Recv/Dropped : 0/2073
EDGE (2 ,1) PORT 1: Recv/Dropped : 0/2508
EDGE (2 ,1) PORT 2: Recv/Dropped : 0/1693
EDGE (2 ,1) PORT 3: Recv/Dropped : 0/3302
EDGE (2 ,1) PORT 4: Recv/Dropped : 0/2319
EDGE (2 ,1) PORT 5: Recv/Dropped : 0/2266
EDGE (2 ,1) PORT 6: Recv/Dropped : 0/2297
EDGE (2 ,1) PORT 7: Recv/Dropped : 0/2248
EDGE (2 ,2) PORT 0: Recv/Dropped : 0/2831
EDGE (2 ,2) PORT 1: Recv/Dropped : 0/3539
EDGE (2 ,2) PORT 2: Recv/Dropped : 0/2138
EDGE (2 ,2) PORT 3: Recv/Dropped : 0/2328
EDGE (2 ,2) PORT 4: Recv/Dropped : 0/2133
EDGE (2 ,2) PORT 5: Recv/Dropped : 0/2243
EDGE (2 ,2) PORT 6: Recv/Dropped : 0/2125
EDGE (2 ,2) PORT 7: Recv/Dropped : 0/2154
EDGE (2 ,3) PORT 0: Recv/Dropped : 0/2291
EDGE (2 ,3) PORT 1: Recv/Dropped : 0/4994
EDGE (2 ,3) PORT 2: Recv/Dropped : 0/2751
EDGE (2 ,3) PORT 3: Recv/Dropped : 0/2834
EDGE (2 ,3) PORT 4: Recv/Dropped : 0/2183
EDGE (2 ,3) PORT 5: Recv/Dropped : 0/2172
EDGE (2 ,3) PORT 6: Recv/Dropped : 0/2179
EDGE (2 ,3) PORT 7: Recv/Dropped : 0/2117
EDGE (3 ,0) PORT 0: Recv/Dropped : 0/2285
EDGE (3 ,0) PORT 1: Recv/Dropped : 0/2746
EDGE (3 ,0) PORT 2: Recv/Dropped : 0/1781
EDGE (3 ,0) PORT 3: Recv/Dropped : 0/3645
EDGE (3 ,0) PORT 4: Recv/Dropped : 0/2247
EDGE (3 ,0) PORT 5: Recv/Dropped : 0/2213
EDGE (3 ,0) PORT 6: Recv/Dropped : 0/2297
EDGE (3 ,0) PORT 7: Recv/Dropped : 0/2175
EDGE (3 ,1) PORT 0: Recv/Dropped : 0/1836
EDGE (3 ,1) PORT 1: Recv/Dropped : 0/3066
EDGE (3 ,1) PORT 2: Recv/Dropped : 0/2050
EDGE (3 ,1) PORT 3: Recv/Dropped : 0/2494
EDGE (3 ,1) PORT 4: Recv/Dropped : 0/1558
EDGE (3 ,1) PORT 5: Recv/Dropped : 0/1513
EDGE (3 ,1) PORT 6: Recv/Dropped : 0/1593
EDGE (3 ,1) PORT 7: Recv/Dropped : 0/1591
EDGE (3 ,2) PORT 0: Recv/Dropped : 0/3769
EDGE (3 ,2) PORT 1: Recv/Dropped : 0/1951
EDGE (3 ,2) PORT 2: Recv/Dropped : 0/4393
EDGE (3 ,2) PORT 3: Recv/Dropped : 0/2347
EDGE (3 ,2) PORT 4: Recv/Dropped : 0/2472
EDGE (3 ,2) PORT 5: Recv/Dropped : 0/2463
EDGE (3 ,2) PORT 6: Recv/Dropped : 0/2396
EDGE (3 ,2) PORT 7: Recv/Dropped : 0/2476
EDGE (3 ,3) PORT 0: Recv/Dropped : 0/3449
EDGE (3 ,3) PORT 1: Recv/Dropped : 0/2897
EDGE (3 ,3) PORT 2: Recv/Dropped : 0/2373
EDGE (3 ,3) PORT 3: Recv/Dropped : 0/2846
EDGE (3 ,3) PORT 4: Recv/Dropped : 0/2417
EDGE (3 ,3) PORT 5: Recv/Dropped : 0/2430
EDGE (3 ,3) PORT 6: Recv/Dropped : 0/2429
EDGE (3 ,3) PORT 7: Recv/Dropped : 0/2410
EDGE (4 ,0) PORT 0: Recv/Dropped : 0/3659
EDGE (4 ,0) PORT 1: Recv/Dropped : 0/1985
EDGE (4 ,0) PORT 2: Recv/Dropped : 0/2525
EDGE (4 ,0) PORT 3: Recv/Dropped : 0/2411
EDGE (4 ,0) PORT 4: Recv/Dropped : 0/2491
EDGE (4 ,0) PORT 5: Recv/Dropped : 0/2413
EDGE (4 ,0) PORT 6: Recv/Dropped : 0/2457
EDGE (4 ,0) PORT 7: Recv/Dropped : 0/2437
EDGE (4 ,1) PORT 0: Recv/Dropped : 0/2136
EDGE (4 ,1) PORT 1: Recv/Dropped : 0/2810
EDGE (4 ,1) PORT 2: Recv/Dropped : 0/2103
EDGE (4 ,1) PORT 3: Recv/Dropped : 0/2380
EDGE (4 ,1) PORT 4: Recv/Dropped : 0/2241
EDGE (4 ,1) PORT 5: Recv/Dropped : 0/2272
EDGE (4 ,1) PORT 6: Recv/Dropped : 0/2246
EDGE (4 ,1) PORT 7: Recv/Dropped : 0/2202
EDGE (4 ,2) PORT 0: Recv/Dropped : 0/3177
EDGE (4 ,2) PORT 1: Recv/Dropped : 0/1936
EDGE (4 ,2) PORT 2: Recv/Dropped : 0/2679
EDGE (4 ,2) PORT 3: Recv/Dropped : 0/1658
EDGE (4 ,2) PORT 4: Recv/Dropped : 0/2356
EDGE (4 ,2) PORT 5: Recv/Dropped : 0/2433
EDGE (4 ,2) PORT 6: Recv/Dropped : 0/2284
EDGE (4 ,2) PORT 7: Recv/Dropped : 0/2395
EDGE (4 ,3) PORT 0: Recv/Dropped : 0/2758
EDGE (4 ,3) PORT 1: Recv/Dropped : 0/3023
EDGE (4 ,3) PORT 2: Recv/Dropped : 0/3490
EDGE (4 ,3) PORT 3: Recv/Dropped : 0/3513
EDGE (4 ,3) PORT 4: Recv/Dropped : 0/2827
EDGE (4 ,3) PORT 5: Recv/Dropped : 0/2721
EDGE (4 ,3) PORT 6: Recv/Dropped : 0/2838
EDGE (4 ,3) PORT 7: Recv/Dropped : 0/2764
EDGE (5 ,0) PORT 0: Recv/Dropped : 0/1503
EDGE (5 ,0) PORT 1: Recv/Dropped : 0/3696
EDGE (5 ,0) PORT 2: Recv/Dropped : 0/2937
EDGE (5 ,0) PORT 3: Recv/Dropped : 0/3848
EDGE (5 ,0) PORT 4: Recv/Dropped : 0/2779
EDGE (5 ,0) PORT 5: Recv/Dropped : 0/2689
EDGE (5 ,0) PORT 6: Recv/Dropped : 0/2737
EDGE (5 ,0) PORT 7: Recv/Dropped : 0/2683
EDGE (5 ,1) PORT 0: Recv/Dropped : 0/2739
