QUEUE STATISTICS FOR EXPERIMENT 648
---------------------------
 -- EDGE QUEUE STATISTICS --
EDGE (0 ,0) PORT 0: Recv/Dropped : 0/1258
EDGE (0 ,0) PORT 1: Recv/Dropped : 0/662
EDGE (0 ,0) PORT 2: Recv/Dropped : 0/1133
EDGE (0 ,0) PORT 3: Recv/Dropped : 0/1470
EDGE (0 ,0) PORT 4: Recv/Dropped : 0/1052
EDGE (0 ,0) PORT 5: Recv/Dropped : 0/610
EDGE (0 ,0) PORT 6: Recv/Dropped : 0/952
EDGE (0 ,0) PORT 7: Recv/Dropped : 0/1346
EDGE (0 ,1) PORT 0: Recv/Dropped : 0/1114
EDGE (0 ,1) PORT 1: Recv/Dropped : 0/893
EDGE (0 ,1) PORT 2: Recv/Dropped : 0/1321
EDGE (0 ,1) PORT 3: Recv/Dropped : 0/1606
EDGE (0 ,1) PORT 4: Recv/Dropped : 0/928
EDGE (0 ,1) PORT 5: Recv/Dropped : 0/459
EDGE (0 ,1) PORT 6: Recv/Dropped : 0/914
EDGE (0 ,1) PORT 7: Recv/Dropped : 0/888
EDGE (0 ,2) PORT 0: Recv/Dropped : 0/598
EDGE (0 ,2) PORT 1: Recv/Dropped : 0/578
EDGE (0 ,2) PORT 2: Recv/Dropped : 0/8733
EDGE (0 ,2) PORT 3: Recv/Dropped : 0/1259
EDGE (0 ,2) PORT 4: Recv/Dropped : 0/5407
EDGE (0 ,2) PORT 5: Recv/Dropped : 0/1053
EDGE (0 ,2) PORT 6: Recv/Dropped : 0/711
EDGE (0 ,2) PORT 7: Recv/Dropped : 0/499
EDGE (0 ,3) PORT 0: Recv/Dropped : 0/11718
EDGE (0 ,3) PORT 1: Recv/Dropped : 0/8065
EDGE (0 ,3) PORT 2: Recv/Dropped : 0/9035
EDGE (0 ,3) PORT 3: Recv/Dropped : 0/1499
EDGE (0 ,3) PORT 4: Recv/Dropped : 0/2994
EDGE (0 ,3) PORT 5: Recv/Dropped : 0/10612
EDGE (0 ,3) PORT 6: Recv/Dropped : 0/3363
EDGE (0 ,3) PORT 7: Recv/Dropped : 0/813
EDGE (1 ,0) PORT 0: Recv/Dropped : 0/797
EDGE (1 ,0) PORT 1: Recv/Dropped : 0/723
EDGE (1 ,0) PORT 2: Recv/Dropped : 0/2032
EDGE (1 ,0) PORT 3: Recv/Dropped : 0/1187
EDGE (1 ,0) PORT 4: Recv/Dropped : 0/949
EDGE (1 ,0) PORT 5: Recv/Dropped : 0/708
EDGE (1 ,0) PORT 6: Recv/Dropped : 0/1260
EDGE (1 ,0) PORT 7: Recv/Dropped : 0/429
EDGE (1 ,1) PORT 0: Recv/Dropped : 0/9095
EDGE (1 ,1) PORT 1: Recv/Dropped : 0/1154
EDGE (1 ,1) PORT 2: Recv/Dropped : 0/2107
EDGE (1 ,1) PORT 3: Recv/Dropped : 0/684
EDGE (1 ,1) PORT 4: Recv/Dropped : 0/2078
EDGE (1 ,1) PORT 5: Recv/Dropped : 0/964
EDGE (1 ,1) PORT 6: Recv/Dropped : 0/987
EDGE (1 ,1) PORT 7: Recv/Dropped : 0/4359
EDGE (1 ,2) PORT 0: Recv/Dropped : 0/970
EDGE (1 ,2) PORT 1: Recv/Dropped : 0/865
EDGE (1 ,2) PORT 2: Recv/Dropped : 0/1487
EDGE (1 ,2) PORT 3: Recv/Dropped : 0/1132
EDGE (1 ,2) PORT 4: Recv/Dropped : 0/1354
EDGE (1 ,2) PORT 5: Recv/Dropped : 0/1314
EDGE (1 ,2) PORT 6: Recv/Dropped : 0/1554
EDGE (1 ,2) PORT 7: Recv/Dropped : 0/577
EDGE (1 ,3) PORT 0: Recv/Dropped : 0/928
EDGE (1 ,3) PORT 1: Recv/Dropped : 0/6170
EDGE (1 ,3) PORT 2: Recv/Dropped : 0/7722
EDGE (1 ,3) PORT 3: Recv/Dropped : 0/1318
EDGE (1 ,3) PORT 4: Recv/Dropped : 0/4225
EDGE (1 ,3) PORT 5: Recv/Dropped : 0/1022
EDGE (1 ,3) PORT 6: Recv/Dropped : 0/1584
EDGE (1 ,3) PORT 7: Recv/Dropped : 0/3139
EDGE (2 ,0) PORT 0: Recv/Dropped : 0/1263
EDGE (2 ,0) PORT 1: Recv/Dropped : 0/7816
EDGE (2 ,0) PORT 2: Recv/Dropped : 0/8138
EDGE (2 ,0) PORT 3: Recv/Dropped : 0/3631
EDGE (2 ,0) PORT 4: Recv/Dropped : 0/1219
EDGE (2 ,0) PORT 5: Recv/Dropped : 0/6208
EDGE (2 ,0) PORT 6: Recv/Dropped : 0/11899
EDGE (2 ,0) PORT 7: Recv/Dropped : 0/3618
EDGE (2 ,1) PORT 0: Recv/Dropped : 0/2982
EDGE (2 ,1) PORT 1: Recv/Dropped : 0/955
EDGE (2 ,1) PORT 2: Recv/Dropped : 0/2351
EDGE (2 ,1) PORT 3: Recv/Dropped : 0/4372
EDGE (2 ,1) PORT 4: Recv/Dropped : 0/9072
EDGE (2 ,1) PORT 5: Recv/Dropped : 0/1553
EDGE (2 ,1) PORT 6: Recv/Dropped : 0/1083
EDGE (2 ,1) PORT 7: Recv/Dropped : 0/467
EDGE (2 ,2) PORT 0: Recv/Dropped : 0/1063
EDGE (2 ,2) PORT 1: Recv/Dropped : 0/4662
EDGE (2 ,2) PORT 2: Recv/Dropped : 0/1090
EDGE (2 ,2) PORT 3: Recv/Dropped : 0/3025
EDGE (2 ,2) PORT 4: Recv/Dropped : 0/800
EDGE (2 ,2) PORT 5: Recv/Dropped : 0/6218
EDGE (2 ,2) PORT 6: Recv/Dropped : 0/5208
EDGE (2 ,2) PORT 7: Recv/Dropped : 0/882
EDGE (2 ,3) PORT 0: Recv/Dropped : 0/1486
EDGE (2 ,3) PORT 1: Recv/Dropped : 0/4743
EDGE (2 ,3) PORT 2: Recv/Dropped : 0/4591
EDGE (2 ,3) PORT 3: Recv/Dropped : 0/8012
EDGE (2 ,3) PORT 4: Recv/Dropped : 0/617
EDGE (2 ,3) PORT 5: Recv/Dropped : 0/2236
EDGE (2 ,3) PORT 6: Recv/Dropped : 0/1686
EDGE (2 ,3) PORT 7: Recv/Dropped : 0/7156
EDGE (3 ,0) PORT 0: Recv/Dropped : 0/708
EDGE (3 ,0) PORT 1: Recv/Dropped : 0/1057
EDGE (3 ,0) PORT 2: Recv/Dropped : 0/2613
EDGE (3 ,0) PORT 3: Recv/Dropped : 0/4694
EDGE (3 ,0) PORT 4: Recv/Dropped : 0/710
EDGE (3 ,0) PORT 5: Recv/Dropped : 0/2775
EDGE (3 ,0) PORT 6: Recv/Dropped : 0/753
EDGE (3 ,0) PORT 7: Recv/Dropped : 0/3342
EDGE (3 ,1) PORT 0: Recv/Dropped : 0/2845
EDGE (3 ,1) PORT 1: Recv/Dropped : 0/1155
EDGE (3 ,1) PORT 2: Recv/Dropped : 0/1044
EDGE (3 ,1) PORT 3: Recv/Dropped : 0/1687
EDGE (3 ,1) PORT 4: Recv/Dropped : 0/695
EDGE (3 ,1) PORT 5: Recv/Dropped : 0/1251
EDGE (3 ,1) PORT 6: Recv/Dropped : 0/1859
EDGE (3 ,1) PORT 7: Recv/Dropped : 0/1096
EDGE (3 ,2) PORT 0: Recv/Dropped : 0/1130
EDGE (3 ,2) PORT 1: Recv/Dropped : 0/1053
