QUEUE STATISTICS FOR EXPERIMENT 9276
---------------------------
 -- EDGE QUEUE STATISTICS --
EDGE (0 ,0) PORT 0: Recv/Dropped : 0/5102
EDGE (0 ,0) PORT 1: Recv/Dropped : 0/2415
EDGE (0 ,0) PORT 2: Recv/Dropped : 0/1564
EDGE (0 ,0) PORT 3: Recv/Dropped : 0/2567
EDGE (0 ,0) PORT 4: Recv/Dropped : 0/2637
EDGE (0 ,0) PORT 5: Recv/Dropped : 0/2710
EDGE (0 ,0) PORT 6: Recv/Dropped : 0/2602
EDGE (0 ,0) PORT 7: Recv/Dropped : 0/2578
EDGE (0 ,1) PORT 0: Recv/Dropped : 0/4342
EDGE (0 ,1) PORT 1: Recv/Dropped : 0/5150
EDGE (0 ,1) PORT 2: Recv/Dropped : 0/3974
EDGE (0 ,1) PORT 3: Recv/Dropped : 0/3739
EDGE (0 ,1) PORT 4: Recv/Dropped : 0/3345
EDGE (0 ,1) PORT 5: Recv/Dropped : 0/3290
EDGE (0 ,1) PORT 6: Recv/Dropped : 0/3326
EDGE (0 ,1) PORT 7: Recv/Dropped : 0/3204
EDGE (0 ,2) PORT 0: Recv/Dropped : 0/5235
EDGE (0 ,2) PORT 1: Recv/Dropped : 0/2216
EDGE (0 ,2) PORT 2: Recv/Dropped : 0/3416
EDGE (0 ,2) PORT 3: Recv/Dropped : 0/4469
EDGE (0 ,2) PORT 4: Recv/Dropped : 0/2711
EDGE (0 ,2) PORT 5: Recv/Dropped : 0/2871
EDGE (0 ,2) PORT 6: Recv/Dropped : 0/2782
EDGE (0 ,2) PORT 7: Recv/Dropped : 0/2752
EDGE (0 ,3) PORT 0: Recv/Dropped : 0/2486
EDGE (0 ,3) PORT 1: Recv/Dropped : 0/2291
EDGE (0 ,3) PORT 2: Recv/Dropped : 0/3700
EDGE (0 ,3) PORT 3: Recv/Dropped : 0/2993
EDGE (0 ,3) PORT 4: Recv/Dropped : 0/2688
EDGE (0 ,3) PORT 5: Recv/Dropped : 0/2707
EDGE (0 ,3) PORT 6: Recv/Dropped : 0/2728
EDGE (0 ,3) PORT 7: Recv/Dropped : 0/2683
EDGE (1 ,0) PORT 0: Recv/Dropped : 0/1367
EDGE (1 ,0) PORT 1: Recv/Dropped : 0/3666
EDGE (1 ,0) PORT 2: Recv/Dropped : 0/2421
EDGE (1 ,0) PORT 3: Recv/Dropped : 0/2719
EDGE (1 ,0) PORT 4: Recv/Dropped : 0/2010
EDGE (1 ,0) PORT 5: Recv/Dropped : 0/2021
