QUEUE STATISTICS FOR EXPERIMENT 9282
---------------------------
 -- EDGE QUEUE STATISTICS --
EDGE (0 ,0) PORT 0: Recv/Dropped : 0/5040
EDGE (0 ,0) PORT 1: Recv/Dropped : 0/2420
EDGE (0 ,0) PORT 2: Recv/Dropped : 0/1568
EDGE (0 ,0) PORT 3: Recv/Dropped : 0/2520
EDGE (0 ,0) PORT 4: Recv/Dropped : 0/2609
EDGE (0 ,0) PORT 5: Recv/Dropped : 0/2684
EDGE (0 ,0) PORT 6: Recv/Dropped : 0/2574
EDGE (0 ,0) PORT 7: Recv/Dropped : 0/2543
EDGE (0 ,1) PORT 0: Recv/Dropped : 0/4334
EDGE (0 ,1) PORT 1: Recv/Dropped : 0/5103
EDGE (0 ,1) PORT 2: Recv/Dropped : 0/3936
EDGE (0 ,1) PORT 3: Recv/Dropped : 0/3771
EDGE (0 ,1) PORT 4: Recv/Dropped : 0/3281
EDGE (0 ,1) PORT 5: Recv/Dropped : 0/3252
EDGE (0 ,1) PORT 6: Recv/Dropped : 0/3271
EDGE (0 ,1) PORT 7: Recv/Dropped : 0/3133
EDGE (0 ,2) PORT 0: Recv/Dropped : 0/5189
EDGE (0 ,2) PORT 1: Recv/Dropped : 0/2181
EDGE (0 ,2) PORT 2: Recv/Dropped : 0/3411
EDGE (0 ,2) PORT 3: Recv/Dropped : 0/4447
EDGE (0 ,2) PORT 4: Recv/Dropped : 0/2688
EDGE (0 ,2) PORT 5: Recv/Dropped : 0/2837
EDGE (0 ,2) PORT 6: Recv/Dropped : 0/2751
EDGE (0 ,2) PORT 7: Recv/Dropped : 0/2723
EDGE (0 ,3) PORT 0: Recv/Dropped : 0/2471
EDGE (0 ,3) PORT 1: Recv/Dropped : 0/2243
EDGE (0 ,3) PORT 2: Recv/Dropped : 0/3663
EDGE (0 ,3) PORT 3: Recv/Dropped : 0/2906
EDGE (0 ,3) PORT 4: Recv/Dropped : 0/2669
EDGE (0 ,3) PORT 5: Recv/Dropped : 0/2687
EDGE (0 ,3) PORT 6: Recv/Dropped : 0/2706
EDGE (0 ,3) PORT 7: Recv/Dropped : 0/2670
EDGE (1 ,0) PORT 0: Recv/Dropped : 0/1363
EDGE (1 ,0) PORT 1: Recv/Dropped : 0/3557
EDGE (1 ,0) PORT 2: Recv/Dropped : 0/2419
EDGE (1 ,0) PORT 3: Recv/Dropped : 0/2742
EDGE (1 ,0) PORT 4: Recv/Dropped : 0/1999
EDGE (1 ,0) PORT 5: Recv/Dropped : 0/2007
EDGE (1 ,0) PORT 6: Recv/Dropped : 0/1993
EDGE (1 ,0) PORT 7: Recv/Dropped : 0/2020
EDGE (1 ,1) PORT 0: Recv/Dropped : 0/2521
EDGE (1 ,1) PORT 1: Recv/Dropped : 0/1360
EDGE (1 ,1) PORT 2: Recv/Dropped : 0/2920
EDGE (1 ,1) PORT 3: Recv/Dropped : 0/1994
EDGE (1 ,1) PORT 4: Recv/Dropped : 0/1864
EDGE (1 ,1) PORT 5: Recv/Dropped : 0/1991
EDGE (1 ,1) PORT 6: Recv/Dropped : 0/1795
EDGE (1 ,1) PORT 7: Recv/Dropped : 0/1883
EDGE (1 ,2) PORT 0: Recv/Dropped : 0/2718
EDGE (1 ,2) PORT 1: Recv/Dropped : 0/3536
EDGE (1 ,2) PORT 2: Recv/Dropped : 0/2603
EDGE (1 ,2) PORT 3: Recv/Dropped : 0/1876
EDGE (1 ,2) PORT 4: Recv/Dropped : 0/2456
EDGE (1 ,2) PORT 5: Recv/Dropped : 0/2410
EDGE (1 ,2) PORT 6: Recv/Dropped : 0/2464
EDGE (1 ,2) PORT 7: Recv/Dropped : 0/2502
EDGE (1 ,3) PORT 0: Recv/Dropped : 0/2895
EDGE (1 ,3) PORT 1: Recv/Dropped : 0/2373
EDGE (1 ,3) PORT 2: Recv/Dropped : 0/2555
EDGE (1 ,3) PORT 3: Recv/Dropped : 0/3922
EDGE (1 ,3) PORT 4: Recv/Dropped : 0/2402
EDGE (1 ,3) PORT 5: Recv/Dropped : 0/2386
EDGE (1 ,3) PORT 6: Recv/Dropped : 0/2340
EDGE (1 ,3) PORT 7: Recv/Dropped : 0/2437
EDGE (2 ,0) PORT 0: Recv/Dropped : 0/2062
EDGE (2 ,0) PORT 1: Recv/Dropped : 0/2740
EDGE (2 ,0) PORT 2: Recv/Dropped : 0/2246
EDGE (2 ,0) PORT 3: Recv/Dropped : 0/2095
EDGE (2 ,0) PORT 4: Recv/Dropped : 0/1771
EDGE (2 ,0) PORT 5: Recv/Dropped : 0/1737
EDGE (2 ,0) PORT 6: Recv/Dropped : 0/1851
EDGE (2 ,0) PORT 7: Recv/Dropped : 0/1791
EDGE (2 ,1) PORT 0: Recv/Dropped : 0/2048
EDGE (2 ,1) PORT 1: Recv/Dropped : 0/2501
EDGE (2 ,1) PORT 2: Recv/Dropped : 0/1662
EDGE (2 ,1) PORT 3: Recv/Dropped : 0/3330
EDGE (2 ,1) PORT 4: Recv/Dropped : 0/2309
EDGE (2 ,1) PORT 5: Recv/Dropped : 0/2258
EDGE (2 ,1) PORT 6: Recv/Dropped : 0/2287
EDGE (2 ,1) PORT 7: Recv/Dropped : 0/2241
EDGE (2 ,2) PORT 0: Recv/Dropped : 0/2844
EDGE (2 ,2) PORT 1: Recv/Dropped : 0/3535
EDGE (2 ,2) PORT 2: Recv/Dropped : 0/2142
EDGE (2 ,2) PORT 3: Recv/Dropped : 0/2338
EDGE (2 ,2) PORT 4: Recv/Dropped : 0/2131
EDGE (2 ,2) PORT 5: Recv/Dropped : 0/2243
EDGE (2 ,2) PORT 6: Recv/Dropped : 0/2125
EDGE (2 ,2) PORT 7: Recv/Dropped : 0/2153
EDGE (2 ,3) PORT 0: Recv/Dropped : 0/2293
EDGE (2 ,3) PORT 1: Recv/Dropped : 0/4962
EDGE (2 ,3) PORT 2: Recv/Dropped : 0/2768
EDGE (2 ,3) PORT 3: Recv/Dropped : 0/2828
EDGE (2 ,3) PORT 4: Recv/Dropped : 0/2188
EDGE (2 ,3) PORT 5: Recv/Dropped : 0/2173
EDGE (2 ,3) PORT 6: Recv/Dropped : 0/2179
EDGE (2 ,3) PORT 7: Recv/Dropped : 0/2121
EDGE (3 ,0) PORT 0: Recv/Dropped : 0/2290
EDGE (3 ,0) PORT 1: Recv/Dropped : 0/2729
EDGE (3 ,0) PORT 2: Recv/Dropped : 0/1773
EDGE (3 ,0) PORT 3: Recv/Dropped : 0/3675
EDGE (3 ,0) PORT 4: Recv/Dropped : 0/2231
EDGE (3 ,0) PORT 5: Recv/Dropped : 0/2207
EDGE (3 ,0) PORT 6: Recv/Dropped : 0/2284
EDGE (3 ,0) PORT 7: Recv/Dropped : 0/2162
EDGE (3 ,1) PORT 0: Recv/Dropped : 0/1834
EDGE (3 ,1) PORT 1: Recv/Dropped : 0/3074
EDGE (3 ,1) PORT 2: Recv/Dropped : 0/2048
EDGE (3 ,1) PORT 3: Recv/Dropped : 0/2490
EDGE (3 ,1) PORT 4: Recv/Dropped : 0/1557
EDGE (3 ,1) PORT 5: Recv/Dropped : 0/1511
EDGE (3 ,1) PORT 6: Recv/Dropped : 0/1586
EDGE (3 ,1) PORT 7: Recv/Dropped : 0/1588
EDGE (3 ,2) PORT 0: Recv/Dropped : 0/3771
EDGE (3 ,2) PORT 1: Recv/Dropped : 0/1946
EDGE (3 ,2) PORT 2: Recv/Dropped : 0/4391
EDGE (3 ,2) PORT 3: Recv/Dropped : 0/2334
EDGE (3 ,2) PORT 4: Recv/Dropped : 0/2469
EDGE (3 ,2) PORT 5: Recv/Dropped : 0/2458
EDGE (3 ,2) PORT 6: Recv/Dropped : 0/2390
EDGE (3 ,2) PORT 7: Recv/Dropped : 0/2473
EDGE (3 ,3) PORT 0: Recv/Dropped : 0/3449
EDGE (3 ,3) PORT 1: Recv/Dropped : 0/2920
EDGE (3 ,3) PORT 2: Recv/Dropped : 0/2368
EDGE (3 ,3) PORT 3: Recv/Dropped : 0/2841
EDGE (3 ,3) PORT 4: Recv/Dropped : 0/2425
EDGE (3 ,3) PORT 5: Recv/Dropped : 0/2435
EDGE (3 ,3) PORT 6: Recv/Dropped : 0/2432
EDGE (3 ,3) PORT 7: Recv/Dropped : 0/2415
EDGE (4 ,0) PORT 0: Recv/Dropped : 0/3658
EDGE (4 ,0) PORT 1: Recv/Dropped : 0/1989
EDGE (4 ,0) PORT 2: Recv/Dropped : 0/2537
EDGE (4 ,0) PORT 3: Recv/Dropped : 0/2402
EDGE (4 ,0) PORT 4: Recv/Dropped : 0/2482
EDGE (4 ,0) PORT 5: Recv/Dropped : 0/2404
EDGE (4 ,0) PORT 6: Recv/Dropped : 0/2448
EDGE (4 ,0) PORT 7: Recv/Dropped : 0/2431
EDGE (4 ,1) PORT 0: Recv/Dropped : 0/2168
EDGE (4 ,1) PORT 1: Recv/Dropped : 0/2799
EDGE (4 ,1) PORT 2: Recv/Dropped : 0/2092
EDGE (4 ,1) PORT 3: Recv/Dropped : 0/2390
EDGE (4 ,1) PORT 4: Recv/Dropped : 0/2236
EDGE (4 ,1) PORT 5: Recv/Dropped : 0/2267
EDGE (4 ,1) PORT 6: Recv/Dropped : 0/2243
EDGE (4 ,1) PORT 7: Recv/Dropped : 0/2201
EDGE (4 ,2) PORT 0: Recv/Dropped : 0/3142
EDGE (4 ,2) PORT 1: Recv/Dropped : 0/1937
EDGE (4 ,2) PORT 2: Recv/Dropped : 0/2678
EDGE (4 ,2) PORT 3: Recv/Dropped : 0/1644
EDGE (4 ,2) PORT 4: Recv/Dropped : 0/2356
EDGE (4 ,2) PORT 5: Recv/Dropped : 0/2436
EDGE (4 ,2) PORT 6: Recv/Dropped : 0/2285
EDGE (4 ,2) PORT 7: Recv/Dropped : 0/2395
EDGE (4 ,3) PORT 0: Recv/Dropped : 0/2740
EDGE (4 ,3) PORT 1: Recv/Dropped : 0/3016
EDGE (4 ,3) PORT 2: Recv/Dropped : 0/3483
EDGE (4 ,3) PORT 3: Recv/Dropped : 0/3499
EDGE (4 ,3) PORT 4: Recv/Dropped : 0/2822
EDGE (4 ,3) PORT 5: Recv/Dropped : 0/2715
EDGE (4 ,3) PORT 6: Recv/Dropped : 0/2832
EDGE (4 ,3) PORT 7: Recv/Dropped : 0/2759
EDGE (5 ,0) PORT 0: Recv/Dropped : 0/1500
EDGE (5 ,0) PORT 1: Recv/Dropped : 0/3704
EDGE (5 ,0) PORT 2: Recv/Dropped : 0/2915
EDGE (5 ,0) PORT 3: Recv/Dropped : 0/3854
EDGE (5 ,0) PORT 4: Recv/Dropped : 0/2771
EDGE (5 ,0) PORT 5: Recv/Dropped : 0/2676
EDGE (5 ,0) PORT 6: Recv/Dropped : 0/2733
EDGE (5 ,0) PORT 7: Recv/Dropped : 0/2667
EDGE (5 ,1) PORT 0: Recv/Dropped : 0/2778
EDGE (5 ,1) PORT 1: Recv/Dropped : 0/3711
EDGE (5 ,1) PORT 2: Recv/Dropped : 0/2647
EDGE (5 ,1) PORT 3: Recv/Dropped : 0/3742
EDGE (5 ,1) PORT 4: Recv/Dropped : 0/2265
EDGE (5 ,1) PORT 5: Recv/Dropped : 0/2262
EDGE (5 ,1) PORT 6: Recv/Dropped : 0/2301
EDGE (5 ,1) PORT 7: Recv/Dropped : 0/2142
EDGE (5 ,2) PORT 0: Recv/Dropped : 0/2954
EDGE (5 ,2) PORT 1: Recv/Dropped : 0/2691
