QUEUE STATISTICS FOR EXPERIMENT 3342
---------------------------
 -- EDGE QUEUE STATISTICS --
EDGE (0 ,0) PORT 0: Recv/Dropped : 618/9877
EDGE (0 ,0) PORT 1: Recv/Dropped : 0/81
EDGE (0 ,0) PORT 2: Recv/Dropped : 0/66
EDGE (0 ,0) PORT 3: Recv/Dropped : 0/64
EDGE (0 ,0) PORT 4: Recv/Dropped : 0/1656
EDGE (0 ,0) PORT 5: Recv/Dropped : 0/2006
EDGE (0 ,0) PORT 6: Recv/Dropped : 0/1939
EDGE (0 ,0) PORT 7: Recv/Dropped : 0/1695
EDGE (0 ,1) PORT 0: Recv/Dropped : 0/91
EDGE (0 ,1) PORT 1: Recv/Dropped : 0/72
EDGE (0 ,1) PORT 2: Recv/Dropped : 0/62
EDGE (0 ,1) PORT 3: Recv/Dropped : 0/70
EDGE (0 ,1) PORT 4: Recv/Dropped : 0/27
EDGE (0 ,1) PORT 5: Recv/Dropped : 0/143
EDGE (0 ,1) PORT 6: Recv/Dropped : 0/103
EDGE (0 ,1) PORT 7: Recv/Dropped : 0/142
EDGE (0 ,2) PORT 0: Recv/Dropped : 0/66
EDGE (0 ,2) PORT 1: Recv/Dropped : 0/67
EDGE (0 ,2) PORT 2: Recv/Dropped : 0/65
EDGE (0 ,2) PORT 3: Recv/Dropped : 0/70
EDGE (0 ,2) PORT 4: Recv/Dropped : 0/66
EDGE (0 ,2) PORT 5: Recv/Dropped : 0/106
EDGE (0 ,2) PORT 6: Recv/Dropped : 0/150
EDGE (0 ,2) PORT 7: Recv/Dropped : 0/74
EDGE (0 ,3) PORT 0: Recv/Dropped : 0/65
EDGE (0 ,3) PORT 1: Recv/Dropped : 0/69
EDGE (0 ,3) PORT 2: Recv/Dropped : 0/64
EDGE (0 ,3) PORT 3: Recv/Dropped : 0/70
EDGE (0 ,3) PORT 4: Recv/Dropped : 0/124
EDGE (0 ,3) PORT 5: Recv/Dropped : 0/90
EDGE (0 ,3) PORT 6: Recv/Dropped : 0/144
EDGE (0 ,3) PORT 7: Recv/Dropped : 0/32
EDGE (1 ,0) PORT 0: Recv/Dropped : 0/93
EDGE (1 ,0) PORT 1: Recv/Dropped : 0/71
EDGE (1 ,0) PORT 2: Recv/Dropped : 0/63
EDGE (1 ,0) PORT 3: Recv/Dropped : 0/67
EDGE (1 ,0) PORT 4: Recv/Dropped : 0/159
EDGE (1 ,0) PORT 5: Recv/Dropped : 0/90
EDGE (1 ,0) PORT 6: Recv/Dropped : 0/91
EDGE (1 ,0) PORT 7: Recv/Dropped : 0/69
EDGE (1 ,1) PORT 0: Recv/Dropped : 0/71
EDGE (1 ,1) PORT 1: Recv/Dropped : 0/66
EDGE (1 ,1) PORT 2: Recv/Dropped : 0/75
EDGE (1 ,1) PORT 3: Recv/Dropped : 0/71
EDGE (1 ,1) PORT 4: Recv/Dropped : 0/117
EDGE (1 ,1) PORT 5: Recv/Dropped : 0/52
EDGE (1 ,1) PORT 6: Recv/Dropped : 0/126
EDGE (1 ,1) PORT 7: Recv/Dropped : 0/99
EDGE (1 ,2) PORT 0: Recv/Dropped : 0/73
EDGE (1 ,2) PORT 1: Recv/Dropped : 0/66
EDGE (1 ,2) PORT 2: Recv/Dropped : 0/65
EDGE (1 ,2) PORT 3: Recv/Dropped : 0/2
EDGE (1 ,2) PORT 4: Recv/Dropped : 0/101
EDGE (1 ,2) PORT 5: Recv/Dropped : 0/43
EDGE (1 ,2) PORT 6: Recv/Dropped : 0/52
EDGE (1 ,2) PORT 7: Recv/Dropped : 0/104
EDGE (1 ,3) PORT 0: Recv/Dropped : 0/67
EDGE (1 ,3) PORT 1: Recv/Dropped : 0/63
EDGE (1 ,3) PORT 2: Recv/Dropped : 0/54
EDGE (1 ,3) PORT 3: Recv/Dropped : 0/63
EDGE (1 ,3) PORT 4: Recv/Dropped : 0/82
EDGE (1 ,3) PORT 5: Recv/Dropped : 0/59
EDGE (1 ,3) PORT 6: Recv/Dropped : 0/233
EDGE (1 ,3) PORT 7: Recv/Dropped : 0/20
EDGE (2 ,0) PORT 0: Recv/Dropped : 0/72
EDGE (2 ,0) PORT 1: Recv/Dropped : 0/77
EDGE (2 ,0) PORT 2: Recv/Dropped : 0/73
EDGE (2 ,0) PORT 3: Recv/Dropped : 0/65
EDGE (2 ,0) PORT 4: Recv/Dropped : 0/77
EDGE (2 ,0) PORT 5: Recv/Dropped : 0/195
EDGE (2 ,0) PORT 6: Recv/Dropped : 0/43
EDGE (2 ,0) PORT 7: Recv/Dropped : 0/85
EDGE (2 ,1) PORT 0: Recv/Dropped : 0/63
EDGE (2 ,1) PORT 1: Recv/Dropped : 0/75
EDGE (2 ,1) PORT 2: Recv/Dropped : 0/73
EDGE (2 ,1) PORT 3: Recv/Dropped : 0/72
EDGE (2 ,1) PORT 4: Recv/Dropped : 0/75
EDGE (2 ,1) PORT 5: Recv/Dropped : 0/131
EDGE (2 ,1) PORT 6: Recv/Dropped : 0/104
EDGE (2 ,1) PORT 7: Recv/Dropped : 0/93
EDGE (2 ,2) PORT 0: Recv/Dropped : 0/75
EDGE (2 ,2) PORT 1: Recv/Dropped : 0/2
EDGE (2 ,2) PORT 2: Recv/Dropped : 0/2
EDGE (2 ,2) PORT 3: Recv/Dropped : 0/76
EDGE (2 ,2) PORT 4: Recv/Dropped : 0/47
EDGE (2 ,2) PORT 5: Recv/Dropped : 0/68
EDGE (2 ,2) PORT 6: Recv/Dropped : 0/60
EDGE (2 ,2) PORT 7: Recv/Dropped : 0/36
EDGE (2 ,3) PORT 0: Recv/Dropped : 0/85
EDGE (2 ,3) PORT 1: Recv/Dropped : 0/2
EDGE (2 ,3) PORT 2: Recv/Dropped : 0/76
EDGE (2 ,3) PORT 3: Recv/Dropped : 0/68
EDGE (2 ,3) PORT 4: Recv/Dropped : 0/49
EDGE (2 ,3) PORT 5: Recv/Dropped : 0/45
EDGE (2 ,3) PORT 6: Recv/Dropped : 0/135
EDGE (2 ,3) PORT 7: Recv/Dropped : 0/85
EDGE (3 ,0) PORT 0: Recv/Dropped : 0/64
EDGE (3 ,0) PORT 1: Recv/Dropped : 0/73
EDGE (3 ,0) PORT 2: Recv/Dropped : 0/77
EDGE (3 ,0) PORT 3: Recv/Dropped : 0/63
EDGE (3 ,0) PORT 4: Recv/Dropped : 0/56
EDGE (3 ,0) PORT 5: Recv/Dropped : 0/151
EDGE (3 ,0) PORT 6: Recv/Dropped : 0/123
EDGE (3 ,0) PORT 7: Recv/Dropped : 0/74
EDGE (3 ,1) PORT 0: Recv/Dropped : 0/85
EDGE (3 ,1) PORT 1: Recv/Dropped : 0/83
EDGE (3 ,1) PORT 2: Recv/Dropped : 0/75
EDGE (3 ,1) PORT 3: Recv/Dropped : 0/83
EDGE (3 ,1) PORT 4: Recv/Dropped : 0/104
EDGE (3 ,1) PORT 5: Recv/Dropped : 0/101
EDGE (3 ,1) PORT 6: Recv/Dropped : 0/157
EDGE (3 ,1) PORT 7: Recv/Dropped : 0/57
EDGE (3 ,2) PORT 0: Recv/Dropped : 0/64
EDGE (3 ,2) PORT 1: Recv/Dropped : 0/83
EDGE (3 ,2) PORT 2: Recv/Dropped : 0/74
EDGE (3 ,2) PORT 3: Recv/Dropped : 0/63
EDGE (3 ,2) PORT 4: Recv/Dropped : 0/118
