QUEUE STATISTICS FOR EXPERIMENT 686
---------------------------
 -- EDGE QUEUE STATISTICS --
EDGE (0 ,0) PORT 0: Recv/Dropped : 0/1445
EDGE (0 ,0) PORT 1: Recv/Dropped : 0/757
EDGE (0 ,0) PORT 2: Recv/Dropped : 0/1354
EDGE (0 ,0) PORT 3: Recv/Dropped : 0/1745
EDGE (0 ,0) PORT 4: Recv/Dropped : 0/1258
EDGE (0 ,0) PORT 5: Recv/Dropped : 0/910
EDGE (0 ,0) PORT 6: Recv/Dropped : 0/1059
EDGE (0 ,0) PORT 7: Recv/Dropped : 0/1350
EDGE (0 ,1) PORT 0: Recv/Dropped : 0/1102
EDGE (0 ,1) PORT 1: Recv/Dropped : 0/914
EDGE (0 ,1) PORT 2: Recv/Dropped : 0/1394
EDGE (0 ,1) PORT 3: Recv/Dropped : 0/1588
EDGE (0 ,1) PORT 4: Recv/Dropped : 0/879
EDGE (0 ,1) PORT 5: Recv/Dropped : 0/568
EDGE (0 ,1) PORT 6: Recv/Dropped : 0/676
EDGE (0 ,1) PORT 7: Recv/Dropped : 0/1110
EDGE (0 ,2) PORT 0: Recv/Dropped : 0/590
EDGE (0 ,2) PORT 1: Recv/Dropped : 0/570
EDGE (0 ,2) PORT 2: Recv/Dropped : 0/2732
EDGE (0 ,2) PORT 3: Recv/Dropped : 0/1015
EDGE (0 ,2) PORT 4: Recv/Dropped : 0/1466
EDGE (0 ,2) PORT 5: Recv/Dropped : 0/960
EDGE (0 ,2) PORT 6: Recv/Dropped : 0/829
EDGE (0 ,2) PORT 7: Recv/Dropped : 0/958
EDGE (0 ,3) PORT 0: Recv/Dropped : 0/3160
EDGE (0 ,3) PORT 1: Recv/Dropped : 0/1678
EDGE (0 ,3) PORT 2: Recv/Dropped : 0/2639
EDGE (0 ,3) PORT 3: Recv/Dropped : 0/1753
EDGE (0 ,3) PORT 4: Recv/Dropped : 0/1545
EDGE (0 ,3) PORT 5: Recv/Dropped : 0/2691
